place_id,category,district,time_slot,hour,day_of_week,month,season,is_weekend,is_holiday,weather_condition,crowdlevel
8,Nature,Kathmandu,evening,19,4,1,Winter,0,0,Cloudy,78.5
8,Nature,Kathmandu,morning,8,5,1,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,5,1,Winter,1,0,Cloudy,62.8
8,Nature,Kathmandu,evening,19,5,1,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,6,1,Winter,1,0,Foggy,92.0
8,Nature,Kathmandu,afternoon,14,6,1,Winter,1,0,Foggy,57.3
8,Nature,Kathmandu,evening,19,6,1,Winter,1,0,Foggy,100
8,Nature,Kathmandu,morning,8,0,1,Winter,0,0,Cloudy,84.8
8,Nature,Kathmandu,afternoon,14,0,1,Winter,0,0,Cloudy,51.4
8,Nature,Kathmandu,evening,19,0,1,Winter,0,0,Cloudy,76.4
8,Nature,Kathmandu,morning,8,1,1,Winter,0,0,Cloudy,88.2
8,Nature,Kathmandu,afternoon,14,1,1,Winter,0,0,Cloudy,48.9
8,Nature,Kathmandu,evening,19,1,1,Winter,0,0,Cloudy,81.6
8,Nature,Kathmandu,morning,8,2,1,Winter,0,0,Sunny,87.7
8,Nature,Kathmandu,afternoon,14,2,1,Winter,0,0,Sunny,39.4
8,Nature,Kathmandu,evening,19,2,1,Winter,0,0,Sunny,89.2
8,Nature,Kathmandu,morning,8,3,1,Winter,0,0,Cloudy,87.5
8,Nature,Kathmandu,afternoon,14,3,1,Winter,0,0,Cloudy,44.6
8,Nature,Kathmandu,evening,19,3,1,Winter,0,0,Cloudy,79.6
8,Nature,Kathmandu,morning,8,4,1,Winter,0,0,Cloudy,90.2
8,Nature,Kathmandu,afternoon,14,4,1,Winter,0,0,Cloudy,45.8
8,Nature,Kathmandu,evening,19,4,1,Winter,0,0,Cloudy,79.1
8,Nature,Kathmandu,morning,8,5,1,Winter,1,0,Foggy,84.9
8,Nature,Kathmandu,afternoon,14,5,1,Winter,1,0,Foggy,67.3
8,Nature,Kathmandu,evening,19,5,1,Winter,1,0,Foggy,100
8,Nature,Kathmandu,morning,8,6,1,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,6,1,Winter,1,0,Cloudy,57.2
8,Nature,Kathmandu,evening,19,6,1,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,0,1,Winter,0,0,Sunny,92.1
8,Nature,Kathmandu,afternoon,14,0,1,Winter,0,0,Sunny,33.6
8,Nature,Kathmandu,evening,19,0,1,Winter,0,0,Sunny,97.2
8,Nature,Kathmandu,morning,8,1,1,Winter,0,0,Cloudy,83.1
8,Nature,Kathmandu,afternoon,14,1,1,Winter,0,0,Cloudy,51.3
8,Nature,Kathmandu,evening,19,1,1,Winter,0,0,Cloudy,79.6
8,Nature,Kathmandu,morning,8,2,1,Winter,0,0,Sunny,89.0
8,Nature,Kathmandu,afternoon,14,2,1,Winter,0,0,Sunny,36.1
8,Nature,Kathmandu,evening,19,2,1,Winter,0,0,Sunny,98.9
8,Nature,Kathmandu,morning,8,3,1,Winter,0,0,Foggy,59.6
8,Nature,Kathmandu,afternoon,14,3,1,Winter,0,0,Foggy,43.9
8,Nature,Kathmandu,evening,19,3,1,Winter,0,0,Foggy,82.9
8,Nature,Kathmandu,morning,8,4,1,Winter,0,0,Foggy,60.1
8,Nature,Kathmandu,afternoon,14,4,1,Winter,0,0,Foggy,40.2
8,Nature,Kathmandu,evening,19,4,1,Winter,0,0,Foggy,72.7
8,Nature,Kathmandu,morning,8,5,2,Winter,1,0,Sunny,100
8,Nature,Kathmandu,afternoon,14,5,2,Winter,1,0,Sunny,60.3
8,Nature,Kathmandu,evening,19,5,2,Winter,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,6,2,Winter,1,0,Foggy,98.6
8,Nature,Kathmandu,afternoon,14,6,2,Winter,1,0,Foggy,64.2
8,Nature,Kathmandu,evening,19,6,2,Winter,1,0,Foggy,100
8,Nature,Kathmandu,morning,8,0,2,Winter,0,0,Cloudy,91.8
8,Nature,Kathmandu,afternoon,14,0,2,Winter,0,0,Cloudy,49.4
8,Nature,Kathmandu,evening,19,0,2,Winter,0,0,Cloudy,85.7
8,Nature,Kathmandu,morning,8,1,2,Winter,0,0,Foggy,60.0
8,Nature,Kathmandu,afternoon,14,1,2,Winter,0,0,Foggy,40.4
8,Nature,Kathmandu,evening,19,1,2,Winter,0,0,Foggy,75.2
8,Nature,Kathmandu,morning,8,2,2,Winter,0,0,Sunny,90.6
8,Nature,Kathmandu,afternoon,14,2,2,Winter,0,0,Sunny,39.3
8,Nature,Kathmandu,evening,19,2,2,Winter,0,0,Sunny,89.5
8,Nature,Kathmandu,morning,8,3,2,Winter,0,0,Sunny,97.6
8,Nature,Kathmandu,afternoon,14,3,2,Winter,0,0,Sunny,38.3
8,Nature,Kathmandu,evening,19,3,2,Winter,0,0,Sunny,95.1
8,Nature,Kathmandu,morning,8,4,2,Winter,0,0,Sunny,94.1
8,Nature,Kathmandu,afternoon,14,4,2,Winter,0,0,Sunny,34.1
8,Nature,Kathmandu,evening,19,4,2,Winter,0,0,Sunny,81.4
8,Nature,Kathmandu,morning,8,5,2,Winter,1,0,Foggy,100
8,Nature,Kathmandu,afternoon,14,5,2,Winter,1,0,Foggy,60.7
8,Nature,Kathmandu,evening,19,5,2,Winter,1,0,Foggy,100
8,Nature,Kathmandu,morning,8,6,2,Winter,1,0,Foggy,99.1
8,Nature,Kathmandu,afternoon,14,6,2,Winter,1,0,Foggy,60.6
8,Nature,Kathmandu,evening,19,6,2,Winter,1,0,Foggy,96.2
8,Nature,Kathmandu,morning,8,0,2,Winter,0,0,Sunny,85.0
8,Nature,Kathmandu,afternoon,14,0,2,Winter,0,0,Sunny,39.4
8,Nature,Kathmandu,evening,19,0,2,Winter,0,0,Sunny,96.5
8,Nature,Kathmandu,morning,8,1,2,Winter,0,0,Cloudy,84.0
8,Nature,Kathmandu,afternoon,14,1,2,Winter,0,0,Cloudy,44.1
8,Nature,Kathmandu,evening,19,1,2,Winter,0,0,Cloudy,80.4
8,Nature,Kathmandu,morning,8,2,2,Winter,0,0,Foggy,59.7
8,Nature,Kathmandu,afternoon,14,2,2,Winter,0,0,Foggy,45.2
8,Nature,Kathmandu,evening,19,2,2,Winter,0,0,Foggy,83.5
8,Nature,Kathmandu,morning,8,3,2,Winter,0,0,Cloudy,92.3
8,Nature,Kathmandu,afternoon,14,3,2,Winter,0,0,Cloudy,44.0
8,Nature,Kathmandu,evening,19,3,2,Winter,0,0,Cloudy,75.9
8,Nature,Kathmandu,morning,8,4,2,Winter,0,0,Sunny,93.9
8,Nature,Kathmandu,afternoon,14,4,2,Winter,0,0,Sunny,39.4
8,Nature,Kathmandu,evening,19,4,2,Winter,0,0,Sunny,95.6
8,Nature,Kathmandu,morning,8,5,2,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,5,2,Winter,1,0,Cloudy,65.8
8,Nature,Kathmandu,evening,19,5,2,Winter,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,6,2,Winter,1,0,Foggy,94.9
8,Nature,Kathmandu,afternoon,14,6,2,Winter,1,0,Foggy,62.5
8,Nature,Kathmandu,evening,19,6,2,Winter,1,0,Foggy,100
8,Nature,Kathmandu,morning,8,0,2,Winter,0,0,Cloudy,85.5
8,Nature,Kathmandu,afternoon,14,0,2,Winter,0,0,Cloudy,47.5
8,Nature,Kathmandu,evening,19,0,2,Winter,0,0,Cloudy,90.6
8,Nature,Kathmandu,morning,8,1,2,Winter,0,0,Foggy,66.4
8,Nature,Kathmandu,afternoon,14,1,2,Winter,0,0,Foggy,38.7
8,Nature,Kathmandu,evening,19,1,2,Winter,0,0,Foggy,84.3
8,Nature,Kathmandu,morning,8,2,2,Winter,0,0,Sunny,93.1
8,Nature,Kathmandu,afternoon,14,2,2,Winter,0,0,Sunny,33.0
8,Nature,Kathmandu,evening,19,2,2,Winter,0,0,Sunny,92.1
8,Nature,Kathmandu,morning,8,3,2,Winter,0,0,Sunny,83.4
8,Nature,Kathmandu,afternoon,14,3,2,Winter,0,0,Sunny,35.8
8,Nature,Kathmandu,evening,19,3,2,Winter,0,0,Sunny,95.8
8,Nature,Kathmandu,morning,8,4,2,Winter,0,0,Foggy,62.2
8,Nature,Kathmandu,afternoon,14,4,2,Winter,0,0,Foggy,40.4
8,Nature,Kathmandu,evening,19,4,2,Winter,0,0,Foggy,71.2
8,Nature,Kathmandu,morning,8,5,2,Winter,1,0,Foggy,87.7
8,Nature,Kathmandu,afternoon,14,5,2,Winter,1,0,Foggy,63.2
8,Nature,Kathmandu,evening,19,5,2,Winter,1,0,Foggy,93.4
8,Nature,Kathmandu,morning,8,6,2,Winter,1,0,Sunny,99.4
8,Nature,Kathmandu,afternoon,14,6,2,Winter,1,0,Sunny,50.9
8,Nature,Kathmandu,evening,19,6,2,Winter,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,0,2,Winter,0,0,Foggy,68.6
8,Nature,Kathmandu,afternoon,14,0,2,Winter,0,0,Foggy,39.9
8,Nature,Kathmandu,evening,19,0,2,Winter,0,0,Foggy,75.6
8,Nature,Kathmandu,morning,8,1,2,Winter,0,0,Foggy,62.8
8,Nature,Kathmandu,afternoon,14,1,2,Winter,0,0,Foggy,39.9
8,Nature,Kathmandu,evening,19,1,2,Winter,0,0,Foggy,80.0
8,Nature,Kathmandu,morning,8,2,2,Winter,0,0,Foggy,60.9
8,Nature,Kathmandu,afternoon,14,2,2,Winter,0,0,Foggy,44.8
8,Nature,Kathmandu,evening,19,2,2,Winter,0,0,Foggy,71.5
8,Nature,Kathmandu,morning,8,3,2,Winter,0,0,Foggy,66.8
8,Nature,Kathmandu,afternoon,14,3,2,Winter,0,0,Foggy,43.2
8,Nature,Kathmandu,evening,19,3,2,Winter,0,0,Foggy,77.1
8,Nature,Kathmandu,morning,8,4,2,Winter,0,0,Cloudy,75.9
8,Nature,Kathmandu,afternoon,14,4,2,Winter,0,0,Cloudy,48.6
8,Nature,Kathmandu,evening,19,4,2,Winter,0,0,Cloudy,90.7
8,Nature,Kathmandu,morning,8,5,3,Spring,1,0,Rainy,78.6
8,Nature,Kathmandu,afternoon,14,5,3,Spring,1,0,Rainy,39.1
8,Nature,Kathmandu,evening,19,5,3,Spring,1,0,Rainy,88.2
8,Nature,Kathmandu,morning,8,6,3,Spring,1,0,Cloudy,99.2
8,Nature,Kathmandu,afternoon,14,6,3,Spring,1,0,Cloudy,64.3
8,Nature,Kathmandu,evening,19,6,3,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,0,3,Spring,0,0,Rainy,59.4
8,Nature,Kathmandu,afternoon,14,0,3,Spring,0,0,Rainy,23.7
8,Nature,Kathmandu,evening,19,0,3,Spring,0,0,Rainy,68.4
8,Nature,Kathmandu,morning,8,1,3,Spring,0,0,Cloudy,90.5
8,Nature,Kathmandu,afternoon,14,1,3,Spring,0,0,Cloudy,51.7
8,Nature,Kathmandu,evening,19,1,3,Spring,0,0,Cloudy,77.7
8,Nature,Kathmandu,morning,8,2,3,Spring,0,0,Sunny,90.1
8,Nature,Kathmandu,afternoon,14,2,3,Spring,0,0,Sunny,38.7
8,Nature,Kathmandu,evening,19,2,3,Spring,0,0,Sunny,93.3
8,Nature,Kathmandu,morning,8,3,3,Spring,0,0,Rainy,50.7
8,Nature,Kathmandu,afternoon,14,3,3,Spring,0,0,Rainy,24.0
8,Nature,Kathmandu,evening,19,3,3,Spring,0,0,Rainy,77.8
8,Nature,Kathmandu,morning,8,4,3,Spring,0,0,Cloudy,89.2
8,Nature,Kathmandu,afternoon,14,4,3,Spring,0,0,Cloudy,44.4
8,Nature,Kathmandu,evening,19,4,3,Spring,0,0,Cloudy,86.4
8,Nature,Kathmandu,morning,8,5,3,Spring,1,0,Sunny,97.7
8,Nature,Kathmandu,afternoon,14,5,3,Spring,1,0,Sunny,51.6
8,Nature,Kathmandu,evening,19,5,3,Spring,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,6,3,Spring,1,0,Rainy,67.3
8,Nature,Kathmandu,afternoon,14,6,3,Spring,1,0,Rainy,40.1
8,Nature,Kathmandu,evening,19,6,3,Spring,1,0,Rainy,90.2
8,Nature,Kathmandu,morning,8,0,3,Spring,0,0,Rainy,49.4
8,Nature,Kathmandu,afternoon,14,0,3,Spring,0,0,Rainy,24.5
8,Nature,Kathmandu,evening,19,0,3,Spring,0,0,Rainy,77.3
8,Nature,Kathmandu,morning,8,1,3,Spring,0,0,Sunny,96.2
8,Nature,Kathmandu,afternoon,14,1,3,Spring,0,0,Sunny,35.9
8,Nature,Kathmandu,evening,19,1,3,Spring,0,0,Sunny,96.3
8,Nature,Kathmandu,morning,8,2,3,Spring,0,0,Sunny,97.4
8,Nature,Kathmandu,afternoon,14,2,3,Spring,0,0,Sunny,33.2
8,Nature,Kathmandu,evening,19,2,3,Spring,0,0,Sunny,96.7
8,Nature,Kathmandu,morning,8,3,3,Spring,0,0,Rainy,49.9
8,Nature,Kathmandu,afternoon,14,3,3,Spring,0,0,Rainy,25.8
8,Nature,Kathmandu,evening,19,3,3,Spring,0,0,Rainy,72.8
8,Nature,Kathmandu,morning,8,4,3,Spring,0,0,Rainy,56.0
8,Nature,Kathmandu,afternoon,14,4,3,Spring,0,0,Rainy,22.9
8,Nature,Kathmandu,evening,19,4,3,Spring,0,0,Rainy,66.9
8,Nature,Kathmandu,morning,8,5,3,Spring,1,0,Rainy,76.9
8,Nature,Kathmandu,afternoon,14,5,3,Spring,1,0,Rainy,38.1
8,Nature,Kathmandu,evening,19,5,3,Spring,1,0,Rainy,100
8,Nature,Kathmandu,morning,8,6,3,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,6,3,Spring,1,0,Cloudy,69.3
8,Nature,Kathmandu,evening,19,6,3,Spring,1,0,Cloudy,99.9
8,Nature,Kathmandu,morning,8,0,3,Spring,0,0,Cloudy,83.1
8,Nature,Kathmandu,afternoon,14,0,3,Spring,0,0,Cloudy,49.2
8,Nature,Kathmandu,evening,19,0,3,Spring,0,0,Cloudy,85.3
8,Nature,Kathmandu,morning,8,1,3,Spring,0,0,Rainy,51.5
8,Nature,Kathmandu,afternoon,14,1,3,Spring,0,0,Rainy,22.8
8,Nature,Kathmandu,evening,19,1,3,Spring,0,0,Rainy,69.8
8,Nature,Kathmandu,morning,8,2,3,Spring,0,0,Rainy,54.7
8,Nature,Kathmandu,afternoon,14,2,3,Spring,0,0,Rainy,25.9
8,Nature,Kathmandu,evening,19,2,3,Spring,0,0,Rainy,73.5
8,Nature,Kathmandu,morning,8,3,3,Spring,0,0,Rainy,54.9
8,Nature,Kathmandu,afternoon,14,3,3,Spring,0,0,Rainy,25.7
8,Nature,Kathmandu,evening,19,3,3,Spring,0,0,Rainy,65.6
8,Nature,Kathmandu,morning,8,4,3,Spring,0,0,Cloudy,85.4
8,Nature,Kathmandu,afternoon,14,4,3,Spring,0,0,Cloudy,44.5
8,Nature,Kathmandu,evening,19,4,3,Spring,0,0,Cloudy,78.7
8,Nature,Kathmandu,morning,8,5,3,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,5,3,Spring,1,0,Cloudy,64.6
8,Nature,Kathmandu,evening,19,5,3,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,6,3,Spring,1,0,Sunny,99.8
8,Nature,Kathmandu,afternoon,14,6,3,Spring,1,0,Sunny,53.8
8,Nature,Kathmandu,evening,19,6,3,Spring,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,0,3,Spring,0,0,Sunny,91.2
8,Nature,Kathmandu,afternoon,14,0,3,Spring,0,0,Sunny,36.2
8,Nature,Kathmandu,evening,19,0,3,Spring,0,0,Sunny,81.1
8,Nature,Kathmandu,morning,8,1,3,Spring,0,0,Sunny,89.7
8,Nature,Kathmandu,afternoon,14,1,3,Spring,0,0,Sunny,33.5
8,Nature,Kathmandu,evening,19,1,3,Spring,0,0,Sunny,81.5
8,Nature,Kathmandu,morning,8,2,3,Spring,0,0,Rainy,55.0
8,Nature,Kathmandu,afternoon,14,2,3,Spring,0,0,Rainy,25.3
8,Nature,Kathmandu,evening,19,2,3,Spring,0,0,Rainy,73.5
8,Nature,Kathmandu,morning,8,3,3,Spring,0,0,Cloudy,87.9
8,Nature,Kathmandu,afternoon,14,3,3,Spring,0,0,Cloudy,52.6
8,Nature,Kathmandu,evening,19,3,3,Spring,0,0,Cloudy,90.3
8,Nature,Kathmandu,morning,8,4,3,Spring,0,0,Rainy,56.9
8,Nature,Kathmandu,afternoon,14,4,3,Spring,0,0,Rainy,23.7
8,Nature,Kathmandu,evening,19,4,3,Spring,0,0,Rainy,66.2
8,Nature,Kathmandu,morning,8,5,3,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,5,3,Spring,1,0,Cloudy,67.7
8,Nature,Kathmandu,evening,19,5,3,Spring,1,0,Cloudy,97.9
8,Nature,Kathmandu,morning,8,6,3,Spring,1,0,Sunny,100
8,Nature,Kathmandu,afternoon,14,6,3,Spring,1,0,Sunny,56.6
8,Nature,Kathmandu,evening,19,6,3,Spring,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,0,3,Spring,0,0,Cloudy,83.9
8,Nature,Kathmandu,afternoon,14,0,3,Spring,0,0,Cloudy,48.7
8,Nature,Kathmandu,evening,19,0,3,Spring,0,0,Cloudy,76.8
8,Nature,Kathmandu,morning,8,1,4,Spring,0,0,Rainy,52.9
8,Nature,Kathmandu,afternoon,14,1,4,Spring,0,0,Rainy,21.6
8,Nature,Kathmandu,evening,19,1,4,Spring,0,0,Rainy,73.6
8,Nature,Kathmandu,morning,8,2,4,Spring,0,0,Rainy,49.1
8,Nature,Kathmandu,afternoon,14,2,4,Spring,0,0,Rainy,24.8
8,Nature,Kathmandu,evening,19,2,4,Spring,0,0,Rainy,65.5
8,Nature,Kathmandu,morning,8,3,4,Spring,0,0,Cloudy,79.0
8,Nature,Kathmandu,afternoon,14,3,4,Spring,0,0,Cloudy,45.1
8,Nature,Kathmandu,evening,19,3,4,Spring,0,0,Cloudy,85.3
8,Nature,Kathmandu,morning,8,4,4,Spring,0,0,Rainy,56.5
8,Nature,Kathmandu,afternoon,14,4,4,Spring,0,0,Rainy,21.7
8,Nature,Kathmandu,evening,19,4,4,Spring,0,0,Rainy,65.5
8,Nature,Kathmandu,morning,8,5,4,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,5,4,Spring,1,0,Cloudy,70.0
8,Nature,Kathmandu,evening,19,5,4,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,6,4,Spring,1,0,Rainy,77.0
8,Nature,Kathmandu,afternoon,14,6,4,Spring,1,0,Rainy,37.4
8,Nature,Kathmandu,evening,19,6,4,Spring,1,0,Rainy,88.6
8,Nature,Kathmandu,morning,8,0,4,Spring,0,0,Sunny,88.8
8,Nature,Kathmandu,afternoon,14,0,4,Spring,0,0,Sunny,35.4
8,Nature,Kathmandu,evening,19,0,4,Spring,0,0,Sunny,96.2
8,Nature,Kathmandu,morning,8,1,4,Spring,0,0,Rainy,56.4
8,Nature,Kathmandu,afternoon,14,1,4,Spring,0,0,Rainy,26.3
8,Nature,Kathmandu,evening,19,1,4,Spring,0,0,Rainy,77.9
8,Nature,Kathmandu,morning,8,2,4,Spring,0,0,Sunny,94.8
8,Nature,Kathmandu,afternoon,14,2,4,Spring,0,0,Sunny,38.9
8,Nature,Kathmandu,evening,19,2,4,Spring,0,0,Sunny,92.5
8,Nature,Kathmandu,morning,8,3,4,Spring,0,0,Cloudy,82.6
8,Nature,Kathmandu,afternoon,14,3,4,Spring,0,0,Cloudy,52.5
8,Nature,Kathmandu,evening,19,3,4,Spring,0,0,Cloudy,90.7
8,Nature,Kathmandu,morning,8,4,4,Spring,0,0,Cloudy,76.2
8,Nature,Kathmandu,afternoon,14,4,4,Spring,0,0,Cloudy,51.2
8,Nature,Kathmandu,evening,19,4,4,Spring,0,0,Cloudy,92.3
8,Nature,Kathmandu,morning,8,5,4,Spring,1,0,Rainy,86.4
8,Nature,Kathmandu,afternoon,14,5,4,Spring,1,0,Rainy,43.0
8,Nature,Kathmandu,evening,19,5,4,Spring,1,0,Rainy,100
8,Nature,Kathmandu,morning,8,6,4,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,afternoon,14,6,4,Spring,1,0,Cloudy,57.0
8,Nature,Kathmandu,evening,19,6,4,Spring,1,0,Cloudy,100
8,Nature,Kathmandu,morning,8,0,4,Spring,0,1,Cloudy,100
8,Nature,Kathmandu,afternoon,14,0,4,Spring,0,1,Cloudy,85.4
8,Nature,Kathmandu,evening,19,0,4,Spring,0,1,Cloudy,100
8,Nature,Kathmandu,morning,8,1,4,Spring,0,0,Cloudy,92.1
8,Nature,Kathmandu,afternoon,14,1,4,Spring,0,0,Cloudy,47.1
8,Nature,Kathmandu,evening,19,1,4,Spring,0,0,Cloudy,78.2
8,Nature,Kathmandu,morning,8,2,4,Spring,0,0,Rainy,54.8
8,Nature,Kathmandu,afternoon,14,2,4,Spring,0,0,Rainy,24.5
8,Nature,Kathmandu,evening,19,2,4,Spring,0,0,Rainy,69.6
8,Nature,Kathmandu,morning,8,3,4,Spring,0,0,Rainy,49.2
8,Nature,Kathmandu,afternoon,14,3,4,Spring,0,0,Rainy,23.2
8,Nature,Kathmandu,evening,19,3,4,Spring,0,0,Rainy,73.7
8,Nature,Kathmandu,morning,8,4,4,Spring,0,0,Sunny,81.6
8,Nature,Kathmandu,afternoon,14,4,4,Spring,0,0,Sunny,35.0
8,Nature,Kathmandu,evening,19,4,4,Spring,0,0,Sunny,95.1
8,Nature,Kathmandu,morning,8,5,4,Spring,1,0,Rainy,68.8
8,Nature,Kathmandu,afternoon,14,5,4,Spring,1,0,Rainy,48.0
8,Nature,Kathmandu,evening,19,5,4,Spring,1,0,Rainy,96.1
8,Nature,Kathmandu,morning,8,6,4,Spring,1,0,Rainy,77.1
8,Nature,Kathmandu,afternoon,14,6,4,Spring,1,0,Rainy,39.5
8,Nature,Kathmandu,evening,19,6,4,Spring,1,0,Rainy,98.2
8,Nature,Kathmandu,morning,8,0,4,Spring,0,0,Sunny,92.7
8,Nature,Kathmandu,afternoon,14,0,4,Spring,0,0,Sunny,34.4
8,Nature,Kathmandu,evening,19,0,4,Spring,0,0,Sunny,87.8
8,Nature,Kathmandu,morning,8,1,4,Spring,0,0,Rainy,52.3
8,Nature,Kathmandu,afternoon,14,1,4,Spring,0,0,Rainy,23.4
8,Nature,Kathmandu,evening,19,1,4,Spring,0,0,Rainy,68.9
8,Nature,Kathmandu,morning,8,2,4,Spring,0,0,Rainy,56.0
8,Nature,Kathmandu,afternoon,14,2,4,Spring,0,0,Rainy,22.0
8,Nature,Kathmandu,evening,19,2,4,Spring,0,0,Rainy,74.7
8,Nature,Kathmandu,morning,8,3,4,Spring,0,0,Rainy,52.3
8,Nature,Kathmandu,afternoon,14,3,4,Spring,0,0,Rainy,22.1
8,Nature,Kathmandu,evening,19,3,4,Spring,0,0,Rainy,75.4
8,Nature,Kathmandu,morning,8,4,4,Spring,0,0,Cloudy,83.0
8,Nature,Kathmandu,afternoon,14,4,4,Spring,0,0,Cloudy,45.6
8,Nature,Kathmandu,evening,19,4,4,Spring,0,0,Cloudy,91.8
8,Nature,Kathmandu,morning,8,5,4,Spring,1,0,Sunny,100
8,Nature,Kathmandu,afternoon,14,5,4,Spring,1,0,Sunny,59.8
8,Nature,Kathmandu,evening,19,5,4,Spring,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,6,4,Spring,1,0,Sunny,100
8,Nature,Kathmandu,afternoon,14,6,4,Spring,1,0,Sunny,55.8
8,Nature,Kathmandu,evening,19,6,4,Spring,1,0,Sunny,100
8,Nature,Kathmandu,morning,8,0,4,Spring,0,0,Sunny,94.7
8,Nature,Kathmandu,afternoon,14,0,4,Spring,0,0,Sunny,37.6
8,Nature,Kathmandu,evening,19,0,4,Spring,0,0,Sunny,97.0
8,Nature,Kathmandu,morning,8,1,4,Spring,0,0,Sunny,83.0
