place_id,place_name,category,district,tags,date,time_slot,day_of_week,month,season,is_weekend,is_holiday,weather_condition,crowdlevel,status
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-02,morning,3,1,Winter,0,0,Sunny,75,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-02,afternoon,3,1,Winter,0,0,Sunny,64,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-02,evening,3,1,Winter,0,0,Sunny,59,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-03,morning,4,1,Winter,0,0,Sunny,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-03,afternoon,4,1,Winter,0,0,Sunny,34,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-03,evening,4,1,Winter,0,0,Sunny,29,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-04,morning,5,1,Winter,1,0,Sunny,54,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-04,afternoon,5,1,Winter,1,0,Sunny,53,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-04,evening,5,1,Winter,1,0,Sunny,19,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-05,morning,6,1,Winter,1,0,Sunny,58,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-05,afternoon,6,1,Winter,1,0,Sunny,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-05,evening,6,1,Winter,1,0,Sunny,77,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-06,morning,0,1,Winter,0,0,Clear,78,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-06,afternoon,0,1,Winter,0,0,Clear,22,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-06,evening,0,1,Winter,0,0,Clear,48,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-07,morning,1,1,Winter,0,0,Sunny,26,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-07,afternoon,1,1,Winter,0,0,Sunny,38,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-07,evening,1,1,Winter,0,0,Sunny,33,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-08,morning,2,1,Winter,0,0,Sunny,70,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-08,afternoon,2,1,Winter,0,0,Sunny,25,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-08,evening,2,1,Winter,0,0,Sunny,64,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-09,morning,3,1,Winter,0,0,Sunny,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-09,afternoon,3,1,Winter,0,0,Sunny,70,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-09,evening,3,1,Winter,0,0,Sunny,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-10,morning,4,1,Winter,0,0,Rainy,93,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-10,afternoon,4,1,Winter,0,0,Rainy,24,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-10,evening,4,1,Winter,0,0,Rainy,4,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-11,morning,5,1,Winter,1,0,Rainy,37,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-11,afternoon,5,1,Winter,1,0,Rainy,39,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-12,morning,6,1,Winter,1,0,Sunny,37,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-12,evening,6,1,Winter,1,0,Sunny,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-13,morning,0,1,Winter,0,0,Sunny,23,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-13,afternoon,0,1,Winter,0,0,Sunny,35,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-13,evening,0,1,Winter,0,0,Sunny,85,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-14,morning,1,1,Winter,0,0,Clear,30,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-14,afternoon,1,1,Winter,0,0,Clear,68,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-14,evening,1,1,Winter,0,0,Clear,56,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-15,morning,2,1,Winter,0,0,Clear,66,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-15,afternoon,2,1,Winter,0,0,Clear,25,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-15,evening,2,1,Winter,0,0,Clear,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-16,morning,3,1,Winter,0,0,Cloudy,67,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-16,afternoon,3,1,Winter,0,0,Cloudy,34,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-16,evening,3,1,Winter,0,0,Cloudy,46,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-17,morning,4,1,Winter,0,0,Cloudy,74,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-17,afternoon,4,1,Winter,0,0,Cloudy,52,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-17,evening,4,1,Winter,0,0,Cloudy,34,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-18,morning,5,1,Winter,1,0,Clear,100,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-18,afternoon,5,1,Winter,1,0,Clear,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-19,morning,6,1,Winter,1,0,Sunny,67,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-19,afternoon,6,1,Winter,1,0,Sunny,51,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-19,evening,6,1,Winter,1,0,Sunny,65,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-20,morning,0,1,Winter,0,0,Cloudy,74,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-20,afternoon,0,1,Winter,0,0,Cloudy,50,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-20,evening,0,1,Winter,0,0,Cloudy,67,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-21,morning,1,1,Winter,0,0,Sunny,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-21,afternoon,1,1,Winter,0,0,Sunny,61,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-21,evening,1,1,Winter,0,0,Sunny,40,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-22,morning,2,1,Winter,0,0,Sunny,61,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-22,afternoon,2,1,Winter,0,0,Sunny,31,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-22,evening,2,1,Winter,0,0,Sunny,30,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-23,morning,3,1,Winter,0,0,Sunny,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-23,afternoon,3,1,Winter,0,0,Sunny,65,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-23,evening,3,1,Winter,0,0,Sunny,65,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-24,morning,4,1,Winter,0,0,Cloudy,72,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-24,afternoon,4,1,Winter,0,0,Cloudy,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-24,evening,4,1,Winter,0,0,Cloudy,46,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-25,morning,5,1,Winter,1,0,Rainy,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-25,afternoon,5,1,Winter,1,0,Rainy,44,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-25,evening,5,1,Winter,1,0,Rainy,35,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-26,morning,6,1,Winter,1,0,Sunny,79,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-26,afternoon,6,1,Winter,1,0,Sunny,75,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-26,evening,6,1,Winter,1,0,Sunny,82,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-27,morning,0,1,Winter,0,0,Cloudy,73,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-27,afternoon,0,1,Winter,0,0,Cloudy,76,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-27,evening,0,1,Winter,0,0,Cloudy,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-28,morning,1,1,Winter,0,0,Sunny,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-28,afternoon,1,1,Winter,0,0,Sunny,45,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-28,evening,1,1,Winter,0,0,Sunny,48,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-29,morning,2,1,Winter,0,0,Sunny,38,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-29,afternoon,2,1,Winter,0,0,Sunny,32,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-29,evening,2,1,Winter,0,0,Sunny,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-30,morning,3,1,Winter,0,0,Cloudy,85,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-30,afternoon,3,1,Winter,0,0,Cloudy,25,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-30,evening,3,1,Winter,0,0,Cloudy,54,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-31,morning,4,1,Winter,0,0,Sunny,32,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-31,afternoon,4,1,Winter,0,0,Sunny,39,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-01-31,evening,4,1,Winter,0,0,Sunny,57,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-01,morning,5,2,Winter,1,0,Clear,57,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-01,afternoon,5,2,Winter,1,0,Clear,80,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-01,evening,5,2,Winter,1,0,Clear,66,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-02,morning,6,2,Winter,1,0,Sunny,69,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-02,afternoon,6,2,Winter,1,0,Sunny,65,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-02,evening,6,2,Winter,1,0,Sunny,68,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-03,morning,0,2,Winter,0,0,Clear,91,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-03,afternoon,0,2,Winter,0,0,Clear,18,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-03,evening,0,2,Winter,0,0,Clear,50,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-04,morning,1,2,Winter,0,0,Sunny,76,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-04,afternoon,1,2,Winter,0,0,Sunny,32,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-04,evening,1,2,Winter,0,0,Sunny,6,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-05,morning,2,2,Winter,0,0,Cloudy,71,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-05,afternoon,2,2,Winter,0,0,Cloudy,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-05,evening,2,2,Winter,0,0,Cloudy,54,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-06,morning,3,2,Winter,0,0,Rainy,17,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-06,afternoon,3,2,Winter,0,0,Rainy,38,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-06,evening,3,2,Winter,0,0,Rainy,17,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-07,morning,4,2,Winter,0,0,Rainy,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-07,afternoon,4,2,Winter,0,0,Rainy,9,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-07,evening,4,2,Winter,0,0,Rainy,38,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-08,morning,5,2,Winter,1,0,Sunny,37,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-08,afternoon,5,2,Winter,1,0,Sunny,52,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-08,evening,5,2,Winter,1,0,Sunny,64,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-09,morning,6,2,Winter,1,0,Cloudy,62,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-09,afternoon,6,2,Winter,1,0,Cloudy,62,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-09,evening,6,2,Winter,1,0,Cloudy,86,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-10,morning,0,2,Winter,0,0,Sunny,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-10,afternoon,0,2,Winter,0,0,Sunny,34,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-10,evening,0,2,Winter,0,0,Sunny,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-11,morning,1,2,Winter,0,0,Sunny,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-11,afternoon,1,2,Winter,0,0,Sunny,36,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-11,evening,1,2,Winter,0,0,Sunny,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-12,morning,2,2,Winter,0,0,Cloudy,68,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-12,afternoon,2,2,Winter,0,0,Cloudy,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-12,evening,2,2,Winter,0,0,Cloudy,48,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-13,morning,3,2,Winter,0,0,Cloudy,69,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-13,afternoon,3,2,Winter,0,0,Cloudy,44,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-13,evening,3,2,Winter,0,0,Cloudy,73,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-14,morning,4,2,Winter,0,0,Cloudy,30,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-14,afternoon,4,2,Winter,0,0,Cloudy,45,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-14,evening,4,2,Winter,0,0,Cloudy,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-15,morning,5,2,Winter,1,0,Rainy,89,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-15,afternoon,5,2,Winter,1,0,Rainy,19,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-15,evening,5,2,Winter,1,0,Rainy,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-16,morning,6,2,Winter,1,0,Clear,69,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-16,afternoon,6,2,Winter,1,0,Clear,72,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-16,evening,6,2,Winter,1,0,Clear,66,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-17,morning,0,2,Winter,0,0,Sunny,78,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-17,afternoon,0,2,Winter,0,0,Sunny,58,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-17,evening,0,2,Winter,0,0,Sunny,48,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-18,morning,1,2,Winter,0,0,Rainy,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-18,afternoon,1,2,Winter,0,0,Rainy,30,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-18,evening,1,2,Winter,0,0,Rainy,30,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-19,morning,2,2,Winter,0,1,Cloudy,88,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-19,afternoon,2,2,Winter,0,1,Cloudy,59,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-19,evening,2,2,Winter,0,1,Cloudy,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-20,morning,3,2,Winter,0,0,Cloudy,80,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-20,afternoon,3,2,Winter,0,0,Cloudy,33,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-20,evening,3,2,Winter,0,0,Cloudy,64,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-21,morning,4,2,Winter,0,0,Sunny,61,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-21,afternoon,4,2,Winter,0,0,Sunny,40,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-21,evening,4,2,Winter,0,0,Sunny,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-22,morning,5,2,Winter,1,0,Clear,73,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-22,afternoon,5,2,Winter,1,0,Clear,19,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-22,evening,5,2,Winter,1,0,Clear,53,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-23,morning,6,2,Winter,1,0,Rainy,69,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-23,afternoon,6,2,Winter,1,0,Rainy,31,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-23,evening,6,2,Winter,1,0,Rainy,28,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-24,morning,0,2,Winter,0,0,Sunny,89,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-24,afternoon,0,2,Winter,0,0,Sunny,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-24,evening,0,2,Winter,0,0,Sunny,46,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-25,morning,1,2,Winter,0,0,Sunny,57,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-25,afternoon,1,2,Winter,0,0,Sunny,45,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-25,evening,1,2,Winter,0,0,Sunny,32,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-26,morning,2,2,Winter,0,0,Cloudy,26,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-26,afternoon,2,2,Winter,0,0,Cloudy,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-26,evening,2,2,Winter,0,0,Cloudy,46,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-27,morning,3,2,Winter,0,0,Sunny,61,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-27,afternoon,3,2,Winter,0,0,Sunny,23,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-27,evening,3,2,Winter,0,0,Sunny,70,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-28,morning,4,2,Winter,0,0,Rainy,20,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-28,afternoon,4,2,Winter,0,0,Rainy,20,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-02-28,evening,4,2,Winter,0,0,Rainy,31,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-01,morning,5,3,Spring,1,0,Sunny,97,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-01,afternoon,5,3,Spring,1,0,Sunny,66,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-01,evening,5,3,Spring,1,0,Sunny,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-02,morning,6,3,Spring,1,0,Clear,93,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-02,afternoon,6,3,Spring,1,0,Clear,52,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-02,evening,6,3,Spring,1,0,Clear,85,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-03,morning,0,3,Spring,0,0,Sunny,55,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-03,afternoon,0,3,Spring,0,0,Sunny,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-03,evening,0,3,Spring,0,0,Sunny,48,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-04,morning,1,3,Spring,0,0,Cloudy,60,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-04,afternoon,1,3,Spring,0,0,Cloudy,25,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-04,evening,1,3,Spring,0,0,Cloudy,56,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-05,morning,2,3,Spring,0,0,Rainy,52,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-05,afternoon,2,3,Spring,0,0,Rainy,46,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-05,evening,2,3,Spring,0,0,Rainy,14,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-06,morning,3,3,Spring,0,0,Rainy,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-06,afternoon,3,3,Spring,0,0,Rainy,40,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-06,evening,3,3,Spring,0,0,Rainy,35,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-07,morning,4,3,Spring,0,0,Sunny,53,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-07,afternoon,4,3,Spring,0,0,Sunny,32,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-07,evening,4,3,Spring,0,0,Sunny,54,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-08,morning,5,3,Spring,1,0,Sunny,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-08,afternoon,5,3,Spring,1,0,Sunny,43,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-08,evening,5,3,Spring,1,0,Sunny,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-09,morning,6,3,Spring,1,0,Sunny,100,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-09,afternoon,6,3,Spring,1,0,Sunny,47,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-09,evening,6,3,Spring,1,0,Sunny,54,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-10,morning,0,3,Spring,0,0,Cloudy,77,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-10,afternoon,0,3,Spring,0,0,Cloudy,41,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-10,evening,0,3,Spring,0,0,Cloudy,51,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-11,morning,1,3,Spring,0,0,Sunny,57,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-11,afternoon,1,3,Spring,0,0,Sunny,10,Low
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-11,evening,1,3,Spring,0,0,Sunny,42,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-12,morning,2,3,Spring,0,0,Cloudy,88,High
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-12,afternoon,2,3,Spring,0,0,Cloudy,39,Medium
67,Swayambhunath Stupa,Religious,Kathmandu,,2025-03-12,evening,2,3,Spring,0,0,Cloudy,57,Medium
