place_id,place_name,category,district,tags,time_slot,day_of_week,month,season,is_weekend,is_holiday,weather_condition,crowdlevel,status
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,1,Winter,0,0,Clear,67,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,1,Winter,0,0,Cloudy,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,1,Winter,0,0,Cloudy,56,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,1,Winter,0,0,Clear,63,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,1,Winter,0,0,Sunny,66,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,1,Winter,0,0,Sunny,51,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,1,Winter,0,0,Sunny,86,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,1,Winter,0,0,Cloudy,77,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,1,Winter,0,0,Cloudy,59,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,1,Winter,0,0,Cloudy,66,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,1,Winter,1,0,Cloudy,84,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,1,Winter,1,0,Cloudy,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,1,Winter,1,0,Rainy,100,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,1,Winter,1,0,Cloudy,96,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,1,Winter,1,0,Rainy,86,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,1,Winter,1,0,Sunny,100,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,1,Winter,0,0,Sunny,76,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,1,Winter,0,0,Sunny,51,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,1,Winter,0,0,Cloudy,78,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,1,Winter,0,0,Rainy,90,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,1,Winter,0,0,Clear,68,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,1,Winter,0,0,Sunny,60,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,1,Winter,0,0,Clear,75,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,1,Winter,0,0,Sunny,60,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,1,Winter,0,0,Cloudy,72,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,1,Winter,0,0,Cloudy,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,1,Winter,0,0,Cloudy,55,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,1,Winter,0,0,Cloudy,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,1,Winter,0,0,Rainy,61,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,1,Winter,0,0,Sunny,68,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,1,Winter,0,0,Clear,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,1,Winter,1,0,Sunny,89,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,1,Winter,1,0,Cloudy,52,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,1,Winter,1,0,Sunny,73,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,1,Winter,1,0,Cloudy,81,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,1,Winter,1,0,Cloudy,67,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,1,Winter,1,0,Sunny,84,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,1,Winter,0,0,Cloudy,75,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,1,Winter,0,0,Sunny,53,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,1,Winter,0,0,Cloudy,86,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,1,Winter,0,0,Cloudy,69,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,1,Winter,0,0,Clear,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,1,Winter,0,0,Clear,58,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,1,Winter,0,0,Sunny,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,1,Winter,0,0,Clear,57,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,1,Winter,0,0,Cloudy,76,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,1,Winter,0,0,Cloudy,77,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,1,Winter,0,0,Cloudy,59,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,1,Winter,0,0,Sunny,87,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,1,Winter,0,0,Sunny,66,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,1,Winter,0,0,Sunny,63,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,1,Winter,0,0,Sunny,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,1,Winter,1,0,Cloudy,89,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,1,Winter,1,0,Cloudy,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,1,Winter,1,0,Rainy,94,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,1,Winter,1,0,Clear,94,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,1,Winter,1,0,Sunny,69,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,1,Winter,1,0,Clear,97,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,1,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,1,Winter,0,0,Cloudy,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,1,Winter,0,0,Sunny,66,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,1,Winter,0,0,Sunny,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,1,Winter,0,0,Cloudy,61,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,1,Winter,0,0,Rainy,68,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,1,Winter,0,0,Sunny,69,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,1,Winter,0,0,Sunny,58,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,1,Winter,0,0,Rainy,67,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,1,Winter,0,0,Sunny,73,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,1,Winter,0,0,Sunny,68,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,1,Winter,0,0,Sunny,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,1,Winter,0,0,Cloudy,88,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,1,Winter,0,0,Clear,58,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,1,Winter,0,0,Cloudy,81,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,2,Winter,1,0,Sunny,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,2,Winter,1,0,Sunny,85,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,2,Winter,1,0,Sunny,96,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,2,Winter,1,0,Clear,98,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,2,Winter,1,0,Sunny,83,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,2,Winter,1,0,Sunny,90,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,2,Winter,0,0,Clear,67,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,2,Winter,0,0,Cloudy,50,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,2,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,2,Winter,0,0,Rainy,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,2,Winter,0,0,Cloudy,53,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,2,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,2,Winter,0,0,Sunny,76,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,2,Winter,0,0,Clear,39,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,2,Winter,0,0,Cloudy,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,2,Winter,0,0,Sunny,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,2,Winter,0,0,Cloudy,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,2,Winter,0,0,Sunny,81,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,2,Winter,0,0,Sunny,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,2,Winter,0,0,Sunny,60,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,2,Winter,0,0,Sunny,90,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,2,Winter,1,0,Sunny,93,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,2,Winter,1,0,Cloudy,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,2,Winter,1,0,Sunny,87,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,2,Winter,1,0,Cloudy,83,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,2,Winter,1,0,Rainy,82,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,2,Winter,1,0,Cloudy,100,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,2,Winter,0,0,Sunny,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,2,Winter,0,0,Sunny,56,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,2,Winter,0,0,Cloudy,77,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,2,Winter,0,0,Cloudy,52,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,2,Winter,0,0,Sunny,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,2,Winter,0,0,Clear,72,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,2,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,2,Winter,0,0,Sunny,42,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,2,Winter,0,0,Cloudy,59,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,2,Winter,0,0,Cloudy,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,2,Winter,0,0,Sunny,61,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,2,Winter,0,0,Clear,73,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,2,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,2,Winter,0,0,Clear,50,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,2,Winter,0,0,Sunny,58,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,2,Winter,1,0,Sunny,87,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,2,Winter,1,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,2,Winter,1,0,Sunny,84,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,2,Winter,1,0,Sunny,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,2,Winter,1,0,Cloudy,75,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,2,Winter,1,0,Rainy,77,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,2,Winter,0,0,Sunny,59,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,2,Winter,0,0,Clear,62,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,2,Winter,0,0,Sunny,70,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,2,Winter,0,0,Sunny,69,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,1,2,Winter,0,0,Cloudy,60,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,1,2,Winter,0,0,Rainy,87,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,2,2,Winter,0,1,Sunny,53,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,2,2,Winter,0,1,Sunny,43,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,2,2,Winter,0,1,Cloudy,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,3,2,Winter,0,0,Cloudy,80,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,3,2,Winter,0,0,Cloudy,64,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,3,2,Winter,0,0,Clear,61,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,4,2,Winter,0,0,Sunny,71,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,4,2,Winter,0,0,Clear,76,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,4,2,Winter,0,0,Clear,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,5,2,Winter,1,0,Clear,87,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,5,2,Winter,1,0,Clear,74,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,5,2,Winter,1,0,Rainy,89,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,6,2,Winter,1,0,Cloudy,82,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,6,2,Winter,1,0,Clear,79,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,6,2,Winter,1,0,Sunny,86,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,0,2,Winter,0,0,Clear,73,High
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",afternoon,0,2,Winter,0,0,Clear,49,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",evening,0,2,Winter,0,0,Rainy,64,Medium
1,Pashupatinath Temple,Religious,Kathmandu,"Temple,Historical,Cultural,Religious",morning,1,2,Winter,0,0,Cloudy,81,High
